article;list_price;buying_price
631002329R;255.61;130.87
631002345R;274.53;140.56
631002402R;253.48;129.78
631002600R;226.33;115.88
631002636R;341.06;174.62
631002838R;233.14;119.37
631002841R;236.37;121.02
631003130R;184.18;94.30
631003206R;212.99;109.05
631003208R;291.59;149.29
631003362R;212.99;109.05
631003640R;286.38;146.63
631004264R;222.54;113.94
631004954R;286.38;146.63
631005149R;206.37;105.66
631005204R;164.95;84.45
631005379R;147.68;75.61
631005416R;237.31;121.50
631005525R;147.68;75.61
631005531R;291.59;149.29
631005737R;262.59;134.45
631005830R;273.36;139.96
631006076R;232.52;119.05
631006363R;164.95;84.45
631006635R;263.03;134.67
631006781R;256.32;131.24
631006826R;243.54;124.69
631007255R;322.47;165.10
631007297R;179.86;92.09
631007319R;258.77;132.49
631007341R;373.80;191.39
631007480R;201.18;103.00
631007661R;201.18;103.00
631007942R;227.20;116.33
631008097R;310.64;159.05
631008599R;179.86;92.09
631008669R;274.53;140.56
631008686R;246.14;126.02
631008696R;219.91;112.59
631008701R;240.45;123.11
631008830R;373.80;191.39
631009028R;363.55;186.14
631009162R;191.24;97.91
631009179R;226.33;115.88
631009441R;206.37;105.66
631009535R;223.66;114.51
631009656R;415.00;212.48
631009751R;234.31;119.97
631009938R;371.58;190.25
631010032R;240.45;123.11
631010117R;291.59;149.29
631010188R;274.53;140.56
631010315R;363.55;186.14
631010714R;262.78;134.54
631010796R;256.32;131.24
631010917R;237.31;121.50
631011252R;232.52;119.05
631011356R;243.54;124.69
631011368R;191.24;97.91
631011470R;206.37;105.66
631011587R;191.24;97.91
631011712R;301.33;154.28
631011832R;373.80;191.39
631011876R;273.36;139.96
631012063R;221.23;113.27
631012079R;222.54;113.94
631012210R;371.58;190.25
631012248R;164.95;84.45
631012289R;147.68;75.61
631012718R;179.86;92.09
631013136R;206.37;105.66
631013159R;212.99;109.05
631013206R;263.03;134.67
631013304R;246.14;126.02
631013582R;246.14;126.02
631014021R;233.14;119.37
631014221R;255.61;130.87
631014270R;212.99;109.05
631014307R;274.53;140.56
631014506R;320.86;164.28
631014745R;223.66;114.51
631014905R;373.80;191.39
631014946R;400.28;204.94
631015392R;244.72;125.30
631015451R;341.06;174.62
631015821R;179.86;92.09
631015941R;164.95;84.45
631016077R;200.15;102.48
631016105R;219.91;112.59
631016113R;226.33;115.88
631016242R;255.61;130.87
631016491R;201.18;103.00
631016817R;286.30;146.59
631017236R;310.64;159.05
631017242R;164.95;84.45
631017245R;147.68;75.61
631017356R;149.57;76.58
631017544R;291.59;149.29
631017551R;226.33;115.88
631017581R;262.12;134.21
631017984R;235.19;120.42
631018073R;262.59;134.45
631018101R;222.54;113.94
631018221R;240.45;123.11
631018396R;272.05;139.29
631018426R;286.38;146.63
631018861R;257.74;131.96
631018882R;268.55;137.50
631018938R;1201.41;615.12
631019020R;227.20;116.33
631019140R;253.48;129.78
631019417R;618.35;316.60
631019832R;234.31;119.97
631019973R;164.95;84.45
631122166R;246.14;126.02
631123512R;23.02;11.79
631124063R;224.54;114.96
631125118R;320.22;163.95
631126954R;345.01;176.65
631131667R;183.43;93.92
631133638R;320.22;163.95
631136221R;256.32;131.24
631138792R;23.02;11.79
631139450R;320.22;163.95
631220002R;55.53;45.37
631220168R;71.51;58.42
631221176R;67.26;54.95
631223715R;41.44;33.86
631226477R;73.61;60.14
631228523R;137.79;112.57
631232706R;137.97;112.72
631232841R;73.61;60.14
631235857R;63.73;52.07
631236764R;41.38;33.81
631239585R;71.65;58.54
631402223R;22.39;18.29
631402287R;89.46;73.09
631402958R;16.27;13.29
631403879R;36.05;29.45
631408570R;62.25;50.86
631409425R;12.10;9.89
631410026R;15.82;12.92
631410096R;15.84;12.94
631410137R;4.38;3.58
631413252R;36.05;29.45
631413451R;16.27;13.29
631415415R;47.59;38.88
631415422R;12.10;9.89
631416272R;22.22;18.15
631420069R;5.89;4.81
631420809R;80.79;66.01
631422018R;9.44;7.71
631422207R;5.51;4.50
631422217R;44.79;36.59
631422242R;29.33;23.96
631423058R;5.08;4.15
631423668R;10.40;8.50
631423912R;71.98;58.81
631423982R;0.96;0.78
631425013R;7.51;6.14
631425089R;61.94;50.60
631425335R;187.81;153.44
631425487R;66.22;54.10
631427228R;48.82;39.89
631429056R;66.40;54.25
631429114R;4.43;3.62
631429675R;18.29;14.94
631430038R;48.82;39.89
631432068R;187.81;153.44
631432262R;4.43;3.62
631432379R;66.40;54.25
631432902R;29.33;23.96
631433936R;2.88;2.35
631434172R;18.63;15.22
631434747R;10.40;8.50
631436494R;71.98;58.81
631437117R;71.65;58.54
631437360R;9.44;7.71
631437592R;7.51;6.14
631439470R;61.94;50.60
631439781R;48.48;39.61
631440444R;4.80;3.92
631440509R;7.16;5.85
631441131R;11.92;9.74
631442115R;33.39;27.28
631442152R;79.09;64.62
631443702R;66.38;54.23
631444669R;15.80;12.91
631444830R;7.16;5.85
631444933R;85.48;69.84
631445980R;16.01;13.08
631446605R;29.79;24.34
631447562R;74.89;61.19
631447978R;17.57;14.35
631449635R;17.06;13.94
631450017R;66.38;54.23
631453419R;48.82;39.89
631454472R;4.80;3.92
631454843R;83.72;68.40
631454920R;49.85;40.73
631455248R;17.13;14.00
631456550R;79.09;64.62
631457406R;15.80;12.91
631458995R;7.16;5.85
631459705R;11.92;9.74
631461291R;48.82;39.89
631461427R;63.68;52.03
631461450R;28.73;23.47
631462227R;75.84;61.96
631463207R;18.86;15.41
631463881R;15.80;12.91
631464016R;16.08;13.14
631464073R;29.33;23.96
631464074R;48.82;39.89
631467504R;85.89;70.17
631468182R;19.31;15.78
631468905R;46.07;37.64
631470210R;75.84;61.96
631471140R;48.82;39.89
631471254R;63.68;52.03
631471946R;74.63;60.97
631473437R;107.04;87.45
631474622R;48.82;39.89
631474639R;126.60;103.43
631476614R;19.49;15.92
631477391R;45.55;37.21
631477686R;29.33;23.96
631477840R;70.36;57.48
631478184R;57.42;46.91
631478444R;85.89;70.17
631478653R;15.80;12.91
631479567R;30.18;24.66
631481119R;24.14;19.72
631482157R;9.44;7.71
631482486R;75.29;61.51
631483392R;98.96;80.85
631485504R;5.89;4.81
631488575R;29.33;23.96
631490891R;53.34;43.58
631492349R;29.33;23.96
631495709R;75.29;61.51
631496927R;5.89;4.81
631497193R;98.96;80.85
631498458R;9.44;7.71
638A80023R;35.12;28.69
638A87556R;140.17;114.52
638A93800R;35.12;28.69
638A99823R;140.17;114.52
638B20279R;77.80;51.66
638B25470R;77.80;51.66
638B28090R;77.80;51.66
638B47692R;30.25;20.09
638B48244R;11.63;9.50
638B50084R;11.63;9.50
638B51686R;30.25;20.09
638D90752R;53.04;41.05
638D91446R;55.88;43.25
638D91529R;31.93;24.71
638D91590R;41.61;32.21
638D94338R;40.32;31.21
638D94929R;109.14;84.47
638D95065R;52.41;40.57
638D95159R;42.46;32.86
638D95390R;103.38;80.02
638D97182R;45.98;35.59
638D99038R;31.22;24.16
638D99433R;22.00;17.03
638D99848R;56.59;43.80
638120719R;104.29;85.20
638131788R;104.29;85.20
638383471R;133.15;108.78
638395472R;133.15;108.78
638440247R;113.52;75.38
638441191R;168.23;111.70
638441543R;14.89;9.89
638442523R;47.72;31.69
638442997R;374.15;191.56
638443966R;168.23;111.70
638446676R;123.14;81.76
638446819R;227.20;150.86
638448323R;107.06;71.09
638448329R;126.48;83.98
638449209R;118.91;78.96
638449470R;123.55;82.04
638450369R;14.89;9.89
638715JH1A;431.05;352.17
638741369R;63.89;52.20
638747502R;80.82;66.03
638747743R;79.24;64.74
638747799R;63.89;52.20
638755361R;90.25;73.73
638755496R;63.89;52.20
638757980R;63.89;52.20
641C01435R;70.36;57.48
641C02516R;57.42;46.91
641C02743R;65.46;53.48
641C03412R;119.69;97.79
641C04898R;62.25;50.86
641C04988R;70.93;57.95
641C05439R;80.17;65.50
641C06033R;79.09;64.62
641C07640R;62.77;51.28
641C08417R;93.89;76.71
641C08545R;150.04;122.58
641C08761R;71.52;58.43
641C09659R;54.75;44.73
641C10097R;57.42;46.91
641C10396R;93.89;76.71
641C12177R;150.04;122.58
641C12352R;62.77;51.28
641C12758R;141.61;115.70
641C14086R;94.18;76.95
641C14435R;103.35;84.44
641C14952R;317.68;259.54
641C19541R;70.93;57.95
641C19865R;119.69;97.79
641J20971R;4.44;3.63
641J36031R;4.43;3.62
641273024R;86.19;70.42
641340096R;49.12;40.13
641342441R;106.27;86.82
641342826R;69.26;56.59
641343252R;102.98;84.13
641343452R;79.09;64.62
641344741R;72.59;59.31
641345369R;65.96;53.89
641346552R;9.44;7.71
641348777R;52.48;42.88
641349131R;64.79;52.93
641349831R;17.48;14.28
641350928R;62.65;51.19
641350987R;65.96;53.89
641351399R;69.26;56.59
641351600R;102.98;84.13
641351711R;72.59;59.31
641353554R;79.09;64.62
641355664R;17.48;14.28
641356347R;9.44;7.71
641356433R;50.14;40.96
648A45175R;31.85;26.02
648A58607R;31.85;26.02
648D53813R;70.93;57.95
648E29528R;44.58;36.42
648E39624R;39.57;32.33
648250310R;18.29;14.94
648258777R;18.29;14.94
648600377R;183.77;150.14
648601831R;112.07;91.56
648602211R;14.36;11.73
648604372R;222.43;181.73
648604873R;183.77;150.14
648609772R;594.85;485.99
648668074R;15.82;12.92
651000021R;522.03;285.55
651000024R;497.37;272.06
651000166R;148.62;115.03
651000168R;32.16;24.89
651000267R;563.13;308.03
651000511R;82.78;64.07
651000525R;29.56;22.88
651000606R;42.99;33.27
651000987R;390.49;213.60
651001146R;1456.25;796.57
651001176R;414.79;226.89
651001267R;74.49;57.66
651001399R;534.37;292.30
651001400R;21.60;16.72
651001457R;55.08;42.63
651001528R;542.97;297.00
651001535R;523.72;286.47
651001566R;410.53;224.56
651001918R;358.13;195.90
651002083R;399.44;218.49
651002128R;45.22;35.00
651002162R;436.74;238.90
651002195R;559.54;306.07
651002333R;674.38;368.89
651002350R;407.43;222.86
651002389R;633.01;346.26
651002397R;38.54;29.83
651002530R;57.33;44.37
651002551R;88.69;68.65
651002659R;358.13;195.90
651002749R;448.04;245.08
651002883R;554.91;303.54
651003220R;415.16;227.09
651003246R;298.21;163.12
651003355R;411.69;225.19
651003400R;54.13;41.90
651003439R;476.82;260.82
651003442R;36.58;28.31
651003647R;449.60;245.93
651003715R;593.46;324.62
651003733R;50.44;39.04
651004019R;568.79;311.13
651004113R;485.56;265.60
651004334R;57.60;44.58
651004516R;410.53;224.56
651004517R;628.91;344.01
651004529R;454.21;248.45
651004534R;398.78;218.13
651004586R;41.67;32.25
651004670R;642.78;351.60
651004686R;485.56;265.60
651004703R;590.62;323.07
651005058R;515.22;281.83
651005147R;485.03;265.31
651005175R;21.28;16.47
651005208R;532.14;291.08
651005909R;485.56;265.60
651006052R;436.74;238.90
651006079R;587.97;321.62
651006222R;369.96;202.37
651006346R;554.91;303.54
651006498R;71.62;55.43
651006653R;33.39;25.84
651006709R;72.61;56.20
651006821R;383.81;209.94
651006863R;46.23;35.78
651006924R;560.06;306.35
651006943R;39.26;30.39
651007238R;528.71;289.20
651007449R;560.06;306.35
651007484R;37.90;29.33
651007511R;21.75;16.83
651007586R;22.47;17.39
651007679R;22.17;17.16
651007771R;485.56;265.60
651007793R;393.07;215.01
651007839R;88.39;68.41
651007840R;550.29;301.01
651008025R;695.19;380.27
651008110R;31.34;24.26
651008203R;105.38;81.56
651008208R;26.84;20.77
651008236R;141.99;109.90
651008287R;695.19;380.27
651008347R;502.76;275.01
651008523R;38.52;29.81
651008842R;530.41;290.13
651008930R;22.70;17.57
651009018R;448.04;245.08
651009364R;54.60;42.26
651009384R;33.65;26.05
651009396R;633.01;346.26
651009482R;649.21;355.12
651009593R;534.37;292.30
651009620R;39.86;30.85
651009669R;520.54;284.74
651009726R;740.41;405.00
651009758R;415.16;227.09
651009833R;410.53;224.56
651009854R;695.19;380.27
651009963R;534.37;292.30
651009993R;37.99;29.40
651412464R;542.00;296.47
654809386R;18.29;14.94
654819980R;18.29;14.94
656200018R;55.43;45.29
656283781R;12.16;9.93
656294756R;38.54;31.49
656423321R;222.81;149.95
656423806R;205.31;138.17
65773CY00B;7.35;6.00
657738J000;2.30;1.88
657753445R;4.43;3.62
658475313R;29.15;15.95
658479275R;194.62;159.00
663126912R;97.47;53.61
663501019R;79.09;64.62
663501421R;110.46;90.25
663501686R;64.96;53.07
663501806R;96.14;78.55
663502286R;17.52;14.31
663502803R;72.59;59.31
663503654R;41.18;33.64
663507222R;70.93;57.95
663508819R;70.19;57.35
663510165R;96.87;79.14
663510445R;52.89;43.21
663512720R;72.59;59.31
663512991R;70.89;57.92
663514031R;17.52;14.31
663518965R;64.96;53.07
663519055R;110.46;90.25
663519140R;70.93;57.95
663519296R;89.20;72.88
663760299R;3.82;3.12
663761485R;36.55;29.86
663767584R;12.59;10.29
663773883R;36.40;29.74
663778660R;3.82;3.12
663778703R;11.55;9.44
668622967R;39.38;32.17
668625005R;39.38;32.17
668625023R;19.84;16.21
668628257R;18.29;14.94
668630064R;19.99;16.33
668632562R;39.38;32.17
668634331R;18.29;14.94
668636402R;19.84;16.21
668637631R;11.63;9.50
668663566R;6.05;4.94
668666795R;18.29;14.94
668678972R;18.29;14.94
668886580R;45.22;36.94
668897193R;45.22;36.94
668944JF0A;9.44;7.71
668954JF0A;21.06;17.21
671D29271R;76.66;62.63
671D31699R;84.82;69.30
673622663R;48.82;39.89
673626206R;39.38;32.17
673734218R;29.33;23.96
681630799R;18.29;14.94
681631375R;10.40;8.50
681632953R;20.91;17.08
684106807R;18.29;14.94
684937535R;11.28;9.22
686502100R;103.91;69.93
727005JN0C;364.45;178.58
727005JN0D;585.79;287.04
727006211R;331.31;162.34
727006785R;271.09;132.83
727006880R;331.31;162.34
727120004R;347.72;170.38
727120007R;880.19;431.29
727120022R;287.10;140.68
727120023R;288.73;141.48
727120045R;244.17;119.64
727120121R;635.35;311.32
727120168R;673.81;330.17
727120185R;663.87;325.30
727120352R;459.24;225.03
727120399R;1023.10;501.32
727120455R;985.13;482.71
727120511R;236.90;116.08
727120607R;586.19;287.23
727120698R;570.64;279.61
727120738R;251.40;123.19
727120745R;552.15;270.55
727120948R;288.44;141.34
727121153R;842.05;412.60
727121155R;628.30;307.87
727121176R;123.60;60.56
727121215R;711.55;348.66
727121535R;262.12;128.44
727121636R;298.15;146.09
727121653R;503.63;246.78
727121770R;863.12;422.93
727121830R;803.94;393.93
727122092R;192.94;94.54
727122100R;346.76;169.91
727122133R;503.63;246.78
727122136R;674.88;330.69
727122150R;243.95;119.54
727122167R;948.79;464.91
727122171R;275.07;134.78
727122333R;354.30;173.61
727122530R;277.33;135.89
727122589R;288.02;141.13
727122633R;1023.34;501.44
727122665R;256.85;125.86
727122875R;412.05;201.90
727122883R;543.16;266.15
727122922R;259.86;127.33
727122945R;495.54;242.81
727122972R;236.90;116.08
727122995R;576.85;282.66
727123041R;243.95;119.54
727123053R;677.91;332.18
727123080R;1127.37;552.41
727123106R;225.31;110.40
727123175R;289.97;142.09
727123184R;214.22;104.97
727123401R;705.31;345.60
727123429R;209.17;102.49
727123528R;284.49;139.40
727123742R;648.02;317.53
727123813R;352.51;172.73
727123852R;387.82;190.03
727123955R;625.48;306.49
727124072R;209.17;102.49
727124103R;251.40;123.19
727124129R;320.68;157.13
727124153R;571.76;280.16
727124231R;674.88;330.69
727124255R;353.80;173.36
727124323R;551.50;270.24
727124486R;911.07;446.42
727124614R;898.63;440.33
727124622R;305.23;149.56
727124686R;614.83;301.27
727124692R;369.63;181.12
727124743R;420.05;205.82
727124782R;313.67;153.70
727124858R;238.04;116.64
727124976R;195.18;95.64
727125033R;353.80;173.36
727125070R;911.07;446.42
727125147R;292.38;143.27
727125235R;352.11;172.53
727125270R;255.64;125.26
727125340R;381.82;187.09
727125352R;466.67;228.67
727125370R;654.57;320.74
727125413R;911.07;446.42
727125574R;663.87;325.30
727125628R;282.80;138.57
727125721R;746.18;365.63
727125876R;628.30;307.87
727125953R;221.64;108.60
727126052R;321.33;157.45
727126069R;635.35;311.32
727126079R;873.26;427.90
727126097R;803.94;393.93
727126123R;576.10;282.29
727126221R;577.03;282.74
727126248R;412.05;201.90
727126276R;255.64;125.26
727126355R;395.29;193.69
727126609R;995.83;487.96
727126636R;144.56;70.83
727126645R;351.72;172.34
727126802R;271.09;132.83
727126938R;663.87;325.30
727127106R;635.35;311.32
727127199R;871.92;427.24
727127358R;503.63;246.78
727127449R;592.56;290.35
727127549R;338.16;165.70
727127727R;334.89;164.10
727127764R;265.77;130.23
727127779R;284.49;139.40
727127840R;226.12;110.80
727127866R;543.16;266.15
727127913R;506.58;248.22
727127924R;307.26;150.56
727127934R;213.37;104.55
727127964R;855.97;419.43
727127968R;236.90;116.08
727127972R;379.93;186.17
727128191R;663.87;325.30
727128198R;983.24;481.79
727128208R;592.79;290.47
727128236R;618.07;302.85
727128297R;513.55;251.64
727128303R;383.98;188.15
727128310R;748.77;366.90
727128346R;778.84;381.63
727128366R;715.75;350.72
727128471R;451.93;221.45
727128494R;274.02;134.27
727128524R;1350.82;661.90
727128537R;552.15;270.55
727128606R;728.32;356.88
727128661R;339.45;166.33
727128682R;291.21;142.69
727128723R;298.15;146.09
727128747R;760.88;372.83
727128759R;174.74;85.62
727128766R;249.23;122.12
727128767R;209.17;102.49
727128844R;130.28;63.84
727128913R;277.21;135.83
727128949R;372.61;182.58
727129027R;277.21;135.83
727129173R;353.80;173.36
727129203R;412.05;201.90
727129230R;641.93;314.55
727129241R;1213.16;594.45
727129246R;355.94;174.41
727129280R;674.88;330.69
727129315R;554.63;271.77
727129331R;114.35;56.03
727129435R;674.88;330.69
727129450R;587.19;287.72
727129452R;746.18;365.63
727129456R;842.05;412.60
727129472R;503.63;246.78
727129482R;289.87;142.04
727129567R;280.44;137.42
727129795R;513.55;251.64
727129804R;383.98;188.15
727129833R;289.54;141.87
727250195R;37.50;29.03
727250485R;30.23;23.40
727250905R;19.33;14.96
727251129R;22.92;17.74
727253297R;29.60;22.91
727253922R;54.72;42.35
727254264R;118.28;91.55
727254675R;38.95;30.15
727255778R;25.50;19.74
727257851R;23.06;17.85
727258559R;27.45;21.25
727259395R;13.81;10.69
727259535R;107.17;82.95
727605174R;3.21;2.62
727605271R;29.83;24.37
727605862R;163.63;133.69
727606800R;431.48;352.52
727607465R;169.87;138.78
727608750R;85.31;69.70
727613280R;169.88;138.79
727613820R;163.63;133.69
727616371R;36.72;30.00
727617935R;431.48;352.52
727768382R;35.53;29.03
727770100R;35.53;29.03
731E64982R;24.17;19.75
731E72912R;24.17;19.75
731866051R;27.61;22.56
731878296R;27.19;22.21
731889854R;148.35;121.20
731897805R;29.09;23.77
732A17176R;51.64;42.19
732H80992R;40.09;32.75
732H95578R;40.09;32.75
732P89384R;53.45;43.67
732105535R;80.14;65.47
732201642R;63.36;51.77
732232143R;27.66;22.60
732234508R;29.33;23.96
732234532R;29.33;23.96
732391825R;21.04;17.19
732395591R;20.67;16.89
732396214R;20.73;16.94
732491148R;53.45;43.67
732587504R;93.50;76.39
732593653R;93.50;76.39
737705073R;21.68;17.71
738532800R;84.67;69.18
738585577R;136.77;111.74
738589349R;136.77;111.74
738592084R;136.77;111.74
738592173R;136.77;111.74
739N29700R;37.72;30.82
739N34171R;37.72;30.82
739462210R;53.73;43.90
739502709R;76.95;62.87
739829336R;53.95;44.08
7420924727;244.32;87.96
7420924728;220.30;79.31
7420950968;73.00;59.64
743932533R;73.00;59.64
745611491R;32.68;26.70
745616193R;29.92;24.44
745680969R;29.33;23.96
747647956R;8.79;7.18
748F69406R;136.72;111.70
748K25957R;18.29;14.94
748K29522R;57.42;46.91
748K30688R;18.29;14.94
748K35230R;39.38;32.17
748K38721R;42.91;35.06
748144126R;180.79;147.71
7482104510;2581.77;1236.67
748424597R;29.33;23.96
749855488R;18.29;14.94
751C45617R;422.29;345.01
751D12382R;259.80;212.26
751D17141R;116.63;95.29
751P88434R;25.95;21.20
751187145R;50.77;24.32
751260632R;127.75;61.19
751261119R;140.81;67.45
751262307R;110.13;52.75
751263515R;164.95;79.01
751273419R;124.57;59.67
751276332R;129.74;62.15
751276424R;120.69;57.81
751277663R;110.13;52.75
751278011R;146.18;70.02
751279812R;164.94;79.01
751520696R;21.64;17.68
751522220R;25.55;20.87
751526021R;23.81;19.45
752B39402R;69.79;57.02
752103281R;139.47;66.81
752124899R;498.06;258.49
752127570R;400.23;207.72
752128237R;434.20;225.35
752128660R;344.67;178.88
752128703R;168.14;87.26
752129818R;498.06;258.49
752280967R;70.93;57.95
752285600R;61.76;50.46
752299273R;70.93;57.95
754F42940R;96.12;78.53
756941118R;222.20;181.54
756957676R;92.05;75.20
758J69957R;34.01;27.79
758J70962R;4.43;3.62
758864327R;17.08;13.95
758869320R;27.35;22.34
759220377R;104.62;50.11
759232865R;139.46;66.80
759237878R;138.14;66.17
760748525R;36.49;29.81
760758957R;48.08;39.28
762068738R;55.32;45.20
762148619R;3.97;3.24
762156777R;3.97;3.24
762900394R;39.38;32.17
762900628R;65.46;53.48
762901884R;42.22;34.49
762904223R;29.33;23.96
762910540R;42.22;34.49
762915344R;29.33;23.96
762916456R;39.38;32.17
762918498R;445.60;364.06
763N04042R;222.43;181.73
764A81357R;46.29;37.82
764A81854R;110.46;90.25
764A82015R;46.50;37.99
764A84059R;52.53;42.92
764A86311R;110.46;90.25
764A88097R;52.53;42.92
764A90354R;36.73;30.01
764A92505R;52.53;42.92
764A93693R;50.95;41.63
764A94288R;50.25;41.05
764A98977R;110.46;90.25
764192056R;46.42;35.93
764192213R;39.41;30.50
764193874R;30.13;23.32
764194061R;29.44;22.79
764198011R;58.06;44.94
764580264R;73.00;59.64
764580718R;32.71;26.72
764580941R;86.64;70.78
764581416R;62.94;51.42
764581422R;19.15;15.65
764581550R;16.91;13.82
764583399R;110.46;90.25
764583905R;46.29;37.82
764585494R;75.06;61.32
764587354R;48.20;39.38
764587493R;53.97;44.09
764590333R;53.97;44.09
764593002R;68.10;55.64
764594124R;110.46;90.25
764595575R;48.20;39.38
764599123R;7.81;6.38
764599279R;47.96;39.18
764599513R;98.67;80.61
764599733R;107.32;87.68
765171622R;41.14;33.61
765762234R;9.10;7.43
765821145R;54.63;44.63
765835918R;53.39;43.62
765899370R;3.56;2.91
767E24404R;65.46;53.48
767H20428R;48.82;39.89
767H20676R;21.89;17.88
767H20816R;140.45;114.75
767H22209R;51.35;41.95
767H23209R;65.48;53.50
767H24099R;195.79;159.96
767H24455R;63.61;51.97
767H24797R;110.46;90.25
767H25142R;46.99;38.39
767H25210R;23.81;19.45
767H25601R;57.42;46.91
767H25782R;29.33;23.96
767H26935R;42.26;34.53
767H29262R;48.82;39.89
767H30668R;140.45;114.75
767H31484R;48.82;39.89
767H31641R;46.99;38.39
767H31884R;57.42;46.91
767H32643R;103.88;84.87
767H33129R;39.38;32.17
767H34152R;48.82;39.89
767H35120R;21.89;17.88
767H36686R;71.12;58.11
767H37251R;65.48;53.50
767H39825R;110.46;90.25
768E00001R;107.26;87.63
768E00290R;41.14;33.61
768E04415R;190.95;156.01
768E04854R;190.95;156.01
768E09121R;168.38;137.57
768E09946R;190.95;156.01
768E10001R;107.26;87.63
768E10792R;41.14;33.61
768E11101R;168.38;137.57
768E11579R;190.95;156.01
768E16571R;190.95;156.01
768E18100R;190.95;156.01
768F20002R;91.02;74.36
768F20003R;126.56;103.40
768F20004R;79.60;65.03
768F20005R;64.90;53.02
768F20006R;91.45;74.71
768F20007R;63.46;51.85
768F20500R;71.80;58.66
768F21022R;48.48;39.61
768F23994R;189.47;154.80
768F25769R;92.54;75.61
768F30002R;91.02;74.36
768F30003R;135.80;110.95
768F30004R;70.74;57.79
768F30005R;120.28;98.27
768F30006R;91.45;74.71
768F30007R;79.78;65.18
768F31785R;48.48;39.61
768F35627R;189.47;154.80
768F36700R;189.47;154.80
768F39631R;74.30;60.70
768G80509R;108.20;88.40
768G84566R;187.93;153.54
768G90271R;187.93;153.54
768Z62034R;45.01;34.84
768180129R;48.65;39.75
768181424R;68.10;55.64
768185709R;72.70;59.40
768186704R;84.06;68.68
768189026R;59.51;48.62
768190006R;59.51;48.62
768190129R;70.52;57.61
768192116R;64.47;52.67
768193777R;192.89;157.59
768196228R;73.13;59.75
768198592R;84.06;68.68
768343679R;254.92;208.27
768346841R;260.60;212.91
768350901R;293.92;240.13
768361920R;136.77;111.74
768369800R;136.77;111.74
768514565R;160.75;131.33
768519201R;21.58;16.70
768525278R;49.13;40.14
768525419R;49.13;40.14
768560001R;61.44;50.20
768560130R;47.77;39.03
768562776R;76.75;62.70
768568852R;64.85;52.98
768570001R;61.44;50.20
768570130R;69.97;57.17
768579138R;60.08;49.09
768582532R;20.50;15.87
769F56658R;50.56;41.31
769F59832R;110.42;90.21
769144115R;34.73;28.37
769145982R;219.53;179.36
769149136R;41.14;33.61
769349908R;75.54;61.72
769353283R;75.54;61.72
769538679R;469.86;383.88
769929233R;62.05;50.69
769939210R;62.05;50.69
7700101474;58.63;25.80
7700102977;94.01;54.53
7700103504;203.73;105.94
7700105179;24.69;20.17
7700106067;18.69;7.10
7700107433;221.75;115.31
7700107864;83.24;45.78
7700107916;7.30;2.77
7700109592;83.24;45.78
7700109905;79.48;43.71
7700111834;33.24;13.30
7700112686;18.69;7.10
7700113071;94.02;54.53
7700115078;84.65;50.79
7700274072;83.25;45.79
7700274073;83.24;45.78
7700274177;18.69;7.10
7700301733;15.13;12.36
7700302019;858.30;411.13
7700302158;65.48;53.50
7700303067;220.93;112.67
7700303089;220.93;112.67
7700303096;100.77;82.33
7700304834;208.17;97.84
7700308575;29.33;23.96
7700308715;123.06;65.22
7700308716;123.06;65.22
7700308721;73.83;39.13
7700309183;462.59;217.42
7700310069;18.29;14.94
7700311371;288.28;152.79
7700311372;288.28;152.79
7700311590;510.34;418.48
7700312794;40.92;33.43
7700312795;40.92;33.43
7700313260;496.41;254.16
7700351259;57.52;46.99
7700351267;0.96;0.78
7700352124;227.74;116.49
7700352177;21.17;17.30
7700352178;21.17;17.30
7700352185;240.74;113.15
7700352219;11.65;9.52
7700352220;7.14;5.83
7700352229;7.13;5.83
7700352433;69.45;56.74
7700352703;171.21;90.74
7700352940;102.73;54.45
7700353024;171.21;90.74
7700353025;171.21;90.74
7700353478;105.41;86.12
7700354518;60.85;49.71
7700354638;192.13;90.30
7700354815;222.71;113.58
7700376767;362.25;170.26
7700377034;51.92;24.40
7700377038;51.92;24.40
7700410279;84.90;69.36
7700410281;77.18;63.06
7700410753;65.00;34.45
7700412158;4.79;3.91
7700413544;7.13;5.83
7700413867;33.89;23.72
7700416696;29.81;14.28
7700421259;120.19;98.20
7700421733;137.29;60.96
7700426319;103.00;54.59
7700428054;136.43;72.31
7700428055;136.43;72.31
7700428465;187.25;152.98
7700430450;209.51;171.17
7700430825;65.48;53.50
7700431542;176.49;82.95
7700431543;230.75;108.45
7700433053;75.96;62.06
7700433054;75.96;62.06
7700435694;83.28;68.04
7700435863;182.77;85.90
7700435864;191.81;90.15
7700500012;9.73;3.70
7700500048;7.30;2.77
7700500108;3.52;1.34
7700500132;7.30;2.77
7700500144;7.30;2.77
7700500155;7.52;2.86
7700500168;7.30;2.77
7700500180;7.30;2.77
7700691146;7.16;5.85
7700720978;18.69;7.10
7700806228;3.52;2.88
7700821901;63.20;51.63
7700822136;31.79;19.20
7700834988;182.35;85.70
7700842041;4.67;3.82
7700843699;218.66;111.95
7700844706;65.01;34.46
7700845222;46.35;14.37
7700845961;32.89;11.84
7700857070;58.63;25.80
7700860235;9.73;3.70
7700860823;18.69;7.10
7700861679;393.40;228.17
7700867509;32.61;17.94
7700872237;11.17;6.14
7701022813;30.28;20.38
7701024399;49.70;33.45
7701029069;43.75;29.44
7701029071;37.30;25.10
7701029212;48.90;32.91
