article;list_price;buying_price
7701029465;39.57;26.63
7701029526;36.48;24.55
7701029982;117.97;79.39
7701029988;81.56;54.89
7701029990;176.95;119.09
7701030080;60.90;40.99
7701032040;95.81;64.48
7701032042;90.13;60.66
7701032046;58.44;39.33
7701032230;50.18;33.77
7701032232;58.99;39.70
7701032413;58.99;39.70
7701032907;52.45;35.30
7701032909;41.95;28.23
7701033482;58.99;39.70
7701033484;58.99;39.70
7701033713;29.88;11.95
7701033837;18.69;7.10
7701034366;58.86;39.61
7701034370;41.95;28.23
7701034872;33.24;13.30
7701035025;122.08;82.16
7701035026;122.08;82.16
7701035027;122.08;82.16
7701035033;34.32;23.10
7701035510;58.99;39.70
7701035511;58.99;39.70
7701035627;3.38;2.27
7701035628;3.38;2.27
7701035629;3.38;2.27
7701035630;3.38;2.27
7701035631;3.38;2.27
7701036126;128.35;86.38
7701036270;4.74;1.90
7701036389;34.88;25.57
7701036513;117.97;79.39
7701037024;45.11;30.36
7701037025;3.81;2.56
7701037048;79.39;53.43
7701038320;148.81;100.15
7701038321;136.76;92.04
7701039765;53.45;39.18
7701040255;36.70;26.90
7701040426;36.70;26.90
7701040501;23.33;8.96
7701041348;27.03;27.03
7701042499;33.95;10.52
7701043620;34.88;15.49
7701043813;62.33;50.92
7701044516;53.44;39.17
7701045168;197.88;104.88
7701045169;197.88;104.88
7701045174;315.24;167.08
7701045175;315.24;167.08
7701045717;84.79;43.41
7701045718;84.79;43.41
7701045747;15.32;5.88
7701045788;32.03;26.17
7701046190;57.98;42.50
7701047478;26.08;10.43
7701047871;12.01;4.61
7701048400;41.68;30.55
7701048401;41.68;30.55
7701048927;378.01;200.35
7701048931;378.01;200.35
7701049002;12.01;4.61
7701049049;15.85;6.09
7701049083;34.88;25.57
7701049084;34.88;25.57
7701049284;18.31;11.46
7701049604;18.29;14.94
7701049686;188.12;99.70
7701049687;188.12;99.70
7701049765;13.81;8.65
7701050160;37.70;26.39
7701050267;53.44;39.17
7701050269;53.44;39.17
7701050319;33.95;10.52
7701050583;15.04;5.78
7701050914;118.80;42.06
7701052232;53.83;37.68
7701052469;74.28;60.69
7701052471;61.27;50.06
7701052473;74.28;60.69
7701052475;61.26;50.05
7701052624;53.44;39.17
7701052626;53.44;39.17
7701053490;99.90;81.62
7701053491;99.90;81.62
7701053492;86.23;70.45
7701053493;86.23;70.45
7701053699;299.46;140.75
7701053700;309.15;145.30
7701053701;311.76;146.53
7701053702;311.76;146.53
7701053703;345.21;162.25
7701053704;345.21;162.25
7701053705;67.06;46.94
7701053706;67.06;46.94
7701053708;62.06;45.49
7701053711;62.06;45.49
7701053944;277.45;152.60
7701053976;872.13;462.23
7701054063;241.10;127.78
7701054685;129.75;60.98
7701054752;40.78;29.89
7701054753;40.78;29.89
7701054772;115.20;40.78
7701054953;12.46;10.18
7701055999;286.01;134.42
7701056390;45.25;14.03
7701056417;238.41;122.07
7701056418;291.54;149.27
7701056814;12.01;4.61
7701057371;57.98;42.50
7701057372;57.98;42.50
7701057654;241.08;127.77
7701057656;295.46;156.59
7701057828;18.69;7.10
7701058047;24.69;20.17
7701058175;238.40;126.35
7701058178;282.30;149.62
7701058180;285.73;151.44
7701058184;696.04;368.90
7701058185;634.55;336.31
7701058188;31.79;19.20
7701058200;57.98;42.50
7701059740;91.15;57.06
7701060067;42.25;29.58
7701060070;43.50;31.89
7701060075;47.00;32.90
7701060076;47.00;32.90
7701060401;52.02;42.50
7701060943;118.48;78.67
7701060994;180.05;147.10
7701061145;135.08;110.36
7701061190;169.24;79.54
7701061191;169.24;79.54
7701061192;203.65;95.72
7701061193;225.82;106.14
7701061194;44.06;30.84
7701061195;44.06;30.84
7701061671;378.01;200.35
7701062099;204.81;96.26
7701062100;225.82;106.14
7701062250;277.45;152.60
7701062876;97.86;79.95
7701062877;97.86;79.95
7701063256;668.42;354.26
7701063264;609.35;322.96
7701063509;57.98;42.50
7701064130;339.32;179.84
7701064235;45.25;14.03
7701064237;45.25;14.03
7701064398;371.75;197.03
7701064405;872.13;462.23
7701064410;872.13;462.23
7701065722;81.41;59.67
7701065737;190.38;114.99
7701065738;190.38;114.99
7701065739;31.79;19.20
7701065740;31.79;19.20
7701065743;285.73;151.44
7701065899;180.53;84.85
7701065900;180.53;84.85
7701065901;217.19;102.08
7701065902;217.19;102.08
7701065903;240.89;113.22
7701065904;240.89;113.22
7701065913;415.83;220.39
7701065914;415.83;220.39
7701065985;33.24;13.30
7701066115;485.43;248.54
7701066117;485.43;248.54
7701066121;303.84;155.41
7701066122;317.20;162.25
7701066123;370.61;189.57
7701066124;217.03;111.01
7701066475;146.09;64.57
7701066909;206.10;100.99
7701066967;276.33;193.43
7701067123;95.97;41.65
7701067332;148.57;69.83
7701067333;148.57;69.83
7701067334;178.75;84.01
7701067335;178.75;84.01
7701067336;36.70;26.90
7701067338;36.70;26.90
7701067340;39.65;27.76
7701067341;39.65;27.76
7701067872;62.04;50.69
7701067873;84.03;68.65
7701067881;106.34;70.61
7701067886;62.04;50.69
7701067887;84.03;68.65
7701068104;32.24;12.90
7701068178;246.75;130.78
7701068181;246.75;130.78
7701068375;237.57;111.66
7701068376;237.57;111.66
7701068378;241.63;113.57
7701068380;181.70;85.40
7701068381;237.57;111.66
7701068383;237.57;111.66
7701068384;257.92;121.22
7701068385;197.29;92.73
7701068471;161.91;62.17
7701068625;68.30;55.80
7701068626;68.30;55.80
7701068627;37.15;30.35
7701068628;37.13;30.34
7701068752;53.95;27.51
7701068753;25.66;9.85
7701068754;22.82;8.76
7701068755;25.66;9.85
7701068788;572.22;331.89
7701068834;347.05;163.11
7701068835;189.05;88.85
7701068836;241.92;113.70
7701068837;254.54;119.63
7701068838;181.35;85.23
7701068839;189.05;88.85
7701068840;241.92;113.70
7701068841;254.54;119.63
7701068842;42.03;29.42
7701068843;49.43;34.60
7701068844;42.03;29.42
7701068845;49.43;34.60
7701068848;45.76;33.54
7701068849;45.76;33.54
7701069173;123.55;63.01
7701069542;178.53;83.91
7701069543;178.53;83.91
7701069544;216.59;101.80
7701069545;216.59;101.80
7701069546;241.92;113.70
7701069547;241.92;113.70
7701069553;40.78;29.89
7701069554;40.78;29.89
7701069555;47.00;32.90
7701069556;47.00;32.90
7701069720;319.23;169.19
7701069732;285.73;151.44
7701069734;277.42;147.03
7701069943;82.07;67.05
7701070485;544.23;288.44
7701070486;596.94;316.38
7701070525;33.24;13.30
7701070828;57.07;46.63
7701070836;191.90;111.30
7701070964;268.62;219.46
7701071164;14.17;5.44
7701071168;15.02;5.77
7701071368;415.83;220.39
7701071595;246.75;130.78
7701071596;246.75;130.78
7701071864;169.24;79.54
7701071866;203.65;95.72
7701071870;169.24;79.54
7701071871;203.65;95.72
7701071872;225.82;106.14
7701071874;44.06;30.84
7701071875;44.06;30.84
7701072018;95.73;78.21
7701203888;117.61;79.15
7701203889;117.61;79.15
7701204286;278.69;100.33
7701205503;82.51;67.41
7701205524;20.20;12.65
7701205525;62.65;39.22
7701205755;209.76;83.90
7701206057;103.59;84.63
7701206119;31.98;14.20
7701206427;20.20;12.65
7701206438;398.89;204.03
7701206439;463.58;237.12
7701206609;137.33;48.61
7701206673;278.73;100.34
7701206705;18.69;7.10
7701206749;463.58;237.12
7701207123;8.02;6.55
7701207268;242.88;97.15
7701207364;430.30;220.10
7701207365;430.30;220.10
7701207555;151.65;52.02
7701207640;220.78;88.31
7701207667;38.57;17.13
7701207793;144.80;68.06
7701207858;117.88;96.31
7701207905;63.22;51.65
7701207996;121.29;42.94
7701208062;220.78;88.31
7701208098;62.75;51.27
7701208099;105.18;69.84
7701208124;20.20;12.65
7701208130;163.96;59.03
7701208142;86.17;30.50
7701208174;189.25;109.77
7701208340;467.89;314.89
7701208406;115.20;77.53
7701208407;380.42;256.02
7701208503;102.57;69.03
7701208593;142.76;86.23
7701208613;38.57;17.13
7701208680;64.68;52.84
7701208684;90.43;73.88
7701208784;182.64;122.92
7701208785;119.66;80.53
7701208843;163.20;58.75
7701208941;99.27;81.10
7701208942;138.54;91.99
7701208946;145.71;119.05
7701209063;47.56;38.86
7701209187;445.66;227.96
7701209224;267.00;125.49
7701209318;77.91;63.65
7701209346;350.10;179.25
7701209539;295.67;151.24
7701209542;74.68;61.01
7701209586;151.65;52.02
7701209588;43.43;27.19
7701209591;291.55;116.62
7701209639;86.17;30.50
7701209646;261.25;133.76
7701209648;106.50;71.67
7701209650;106.50;71.67
7701209777;151.95;102.26
7701209779;175.65;118.21
7701209781;140.66;94.66
7701209782;137.89;92.80
7701209833;129.49;87.15
7701209836;129.49;87.15
7701209922;301.52;154.23
7701209923;301.52;154.23
7701210081;278.73;100.34
7701210094;288.37;147.50
7701210109;151.65;52.02
7701210129;107.42;87.76
7701210150;778.48;412.59
7701210167;40.55;31.39
7701210178;163.20;58.75
7701210221;136.31;105.50
7701210223;206.76;160.03
7701210225;58.99;45.66
7701210226;60.10;46.52
7701210228;54.02;41.81
7701348175;33.24;13.30
7701349373;39.61;27.73
7701349530;23.37;9.35
7701367601;136.76;92.04
7701367716;49.32;33.19
7701367717;27.85;18.74
7701367878;29.56;19.89
7701367882;59.13;39.79
7701367940;92.52;62.27
7701377245;32.11;21.61
7701377246;32.11;21.61
7701377247;32.11;21.61
7701377248;32.11;21.61
7701377249;32.11;21.61
7701377250;32.11;21.61
7701377251;32.11;21.61
7701377252;32.11;21.61
7701377253;32.11;21.61
7701377254;32.11;21.61
7701410155;12.01;4.61
7701468162;232.06;83.54
7701468167;284.33;102.36
7701468977;61.05;41.09
7701468978;125.32;84.34
7701468979;105.75;71.17
7701468980;61.05;41.09
7701468986;113.27;76.23
7701469070;183.13;123.25
7701469768;98.63;66.38
7701469775;300.92;108.33
7701469776;284.33;102.36
7701469856;134.52;90.53
7701469991;192.20;129.35
7701470451;80.39;41.00
7701470737;110.14;74.12
7701470739;110.14;74.12
7701470746;122.18;82.23
7701470747;110.14;74.12
7701470748;110.14;74.12
7701470749;122.19;82.23
7701470750;122.18;82.23
7701470877;56.17;45.89
7701470878;56.17;45.89
7701470944;171.41;115.36
7701470946;195.23;131.39
7701470947;183.45;123.46
7701470948;290.83;195.73
7701470949;183.45;123.46
7701471222;108.88;73.28
7701471224;108.88;73.28
7701471226;108.88;73.28
7701471465;244.01;124.93
7701471467;233.96;119.67
7701471581;106.00;71.34
7701471582;76.61;51.56
7701471584;104.57;70.38
7701471592;566.10;380.99
7701471637;122.19;82.23
7701471823;113.27;76.23
7701471854;33.71;23.60
7701471855;33.71;23.60
7701471856;39.65;27.76
7701471857;39.65;27.76
7701472145;32.03;26.17
7701472147;32.03;26.17
7701472590;186.90;125.78
7701472806;96.83;65.17
7701473241;221.92;104.30
7701473245;247.13;116.15
7701473247;247.13;116.15
7701473340;141.65;95.33
7701473342;141.65;95.33
7701473343;141.65;95.33
7701473349;273.55;184.10
7701473448;191.71;98.16
7701473449;191.71;98.16
7701473587;324.23;166.01
7701473588;324.23;166.01
7701473628;242.91;124.25
7701473742;111.64;91.21
7701473975;326.38;167.11
7701474190;173.20;173.20
7701474368;253.57;119.18
7701474454;51.41;35.99
7701474455;51.41;35.99
7701474654;152.36;71.61
7701474660;125.52;102.55
7701474709;350.67;203.39
7701474734;41.49;33.90
7701474785;346.37;177.17
7701474906;113.27;76.23
7701474922;248.50;127.23
7701474923;248.52;127.24
7701474950;71.93;31.65
7701475191;59.66;48.74
7701475193;253.57;119.18
7701475229;38.57;17.13
7701475247;65.71;53.69
7701475314;247.25;111.26
7701475437;246.66;111.00
7701475564;576.73;271.06
7701475628;253.56;119.17
7701475629;253.57;119.18
7701475661;467.22;238.98
7701475685;566.10;380.99
7701475736;52.02;42.50
7701475737;52.02;42.50
7701475740;591.29;212.86
7701475759;63.23;51.66
7701475827;143.32;117.09
7701475828;241.10;196.98
7701475829;241.09;196.97
7701475913;58.63;25.80
7701475945;252.32;113.54
7701475993;240.45;123.11
7701476104;212.99;109.05
7701476105;212.99;109.05
7701476426;48.43;39.57
7701476428;48.43;39.57
7701476430;58.87;48.10
7701476431;65.71;53.69
7701476434;58.87;48.10
7701476435;65.71;53.69
7701476438;40.91;33.42
7701476440;41.26;33.71
7701476473;125.21;58.85
7701476475;125.21;58.85
7701476494;212.99;109.05
7701476495;212.99;109.05
7701476496;129.60;129.60
7701476554;333.21;170.60
7701476644;216.00;101.52
7701476645;216.00;101.52
7701476705;422.61;198.63
7701476893;75.78;61.91
7701476940;808.47;428.49
7701477013;206.96;74.51
7701477017;260.21;117.09
7701477024;261.00;93.96
7701477027;153.99;125.81
7701477028;226.90;81.68
7701477041;135.20;51.38
7701477048;284.33;102.36
7701477050;284.33;102.36
7701477095;142.50;54.72
7701477096;33.24;13.30
7701477186;248.50;127.23
7701477187;248.50;127.23
7701477202;179.59;146.73
7701477213;216.00;101.52
7701477273;137.53;112.36
7701477274;137.53;112.36
7701477275;142.98;116.81
7701477276;134.90;110.21
7701477277;183.69;150.07
7701477279;88.44;72.26
7701477280;86.04;70.29
7701477282;139.23;113.75
7701477299;390.37;199.87
7701477302;121.26;99.07
7701477303;121.26;99.07
7701477306;121.26;99.07
7701477317;112.74;92.11
7701477343;539.99;253.80
7701477344;530.60;249.38
7701477380;302.00;108.72
7701477415;342.82;161.13
7701477483;64.02;52.30
7701477484;64.02;52.30
7701477485;74.28;60.69
7701477486;74.28;60.69
7701477509;282.69;144.60
7701477515;131.48;61.80
7701477517;187.83;88.28
7701477518;387.76;182.25
7701477519;197.23;92.70
7701477520;131.48;61.80
7701477522;125.21;58.85
7701477526;144.00;67.68
7701477527;187.83;88.28
7701477528;187.83;88.28
7701477533;176.55;82.98
7701477537;117.70;55.32
7701477540;117.70;55.32
7701477565;126.62;59.51
7701477581;126.46;59.44
7701477641;87.94;71.85
7701477643;48.27;39.44
7701477745;67.69;31.81
7701477841;248.13;126.92
7701478031;129.60;129.60
7701478120;165.87;74.64
7701478128;280.43;143.58
7701478129;345.87;177.09
7701478153;345.87;177.09
7701478196;326.70;167.11
7701478231;97.29;79.49
7701478233;216.00;101.52
7701478234;405.04;190.37
7701478235;30.05;24.55
7701478360;253.57;119.18
7701478402;48.82;39.89
7701478499;405.04;190.37
7701478558;364.28;163.93
7701478560;273.20;122.94
7701478637;194.49;87.52
7701478638;256.98;115.64
7701478728;241.86;108.84
7701478733;295.67;151.24
7701478846;145.81;145.81
7701478881;149.57;76.58
7701478882;149.57;76.58
7701478912;227.68;102.46
7701478932;117.70;55.32
7701478933;117.70;55.32
7701478934;117.70;55.32
7701478957;269.43;220.12
7701478972;34.88;15.49
7701478978;331.66;155.88
7701479031;337.55;158.65
7701479043;145.81;145.81
7701479086;214.87;94.97
7701479107;144.00;67.68
7701479114;145.81;145.81
7701479124;18.69;7.10
7701479126;260.19;117.09
7701479150;187.83;88.28
7701479151;95.97;41.65
7701479173;273.20;122.94
7701479176;36.37;16.15
7701479205;35.06;28.64
7701479233;121.26;99.07
7701479250;282.69;144.60
7701479252;292.87;149.80
7701479256;445.66;227.96
7701479269;322.05;213.84
7701479270;96.48;64.06
7701479271;92.62;61.50
7701479299;195.14;87.81
7701479306;257.71;115.97
7701692444;7.13;5.83
7701692445;7.13;5.83
7701692448;65.71;53.69
7701692463;318.84;163.09
7701692574;92.54;75.61
7701692580;106.60;87.09
7701692584;74.33;60.73
7701694499;272.97;139.76
7701697654;242.85;124.34
7701702089;108.45;88.60
7703079373;1.04;0.85
7711000111;287.22;222.31
7711000112;296.43;229.44
7711000114;225.82;174.78
7711000115;225.82;174.78
7711000116;229.87;177.92
7711000117;229.87;177.92
7711000118;359.40;278.18
7711001049;489.38;251.54
7711001068;123.23;47.32
7711003035;537.86;206.54
7711130022;16.98;6.52
7711130026;32.89;11.84
7711130029;12.01;4.61
7711130071;86.17;30.50
7711130081;347.55;170.30
7711130087;185.54;95.37
7711130088;174.39;89.64
7711130089;244.14;125.49
7711171721;11.18;4.29
7711171940;11.05;4.24
7711172221;68.34;52.90
7711172298;12.01;4.61
7711172853;12.93;4.97
7711219402;93.74;72.55
7711222519;75.24;58.24
7711222907;74.71;57.83
7711228337;50.67;39.22
7711228912;45.25;14.03
7711228914;45.25;14.03
7711228916;45.25;14.03
7711228919;45.25;14.03
7711228920;45.25;14.03
7711230011;32.97;12.66
7711230453;279.34;143.58
7711419085;291.48;149.82
7711419086;333.43;171.38
7711419912;37.20;28.79
7711419913;46.75;36.18
7711419914;40.57;31.40
7711420069;52.21;40.41
7711420730;47.37;36.66
7711421222;46.66;36.11
7711421223;63.80;49.38
7711421438;20.71;7.95
7711421439;20.56;7.90
7711422081;45.02;34.85
7711422082;50.91;39.40
7711422083;45.02;34.85
7711422084;41.87;32.41
7711422086;165.51;128.10
7711422386;30.20;23.37
7711422568;12.01;4.61
7711423177;459.07;235.96
7711423286;362.75;186.45
7711423287;414.13;212.86
7711423600;37.44;28.98
7711423601;56.22;43.51
7711423603;134.73;104.28
7711424423;389.02;199.96
7711424717;19.98;7.67
7711424718;39.18;15.05
7711424919;39.26;30.39
7711424920;68.27;52.84
7711424921;72.91;56.43
7711424922;151.27;117.08
7711424924;40.95;31.70
7711425160;115.56;89.44
7711574043;573.30;294.68
7711574556;372.64;191.54
7711575175;294.97;151.61
7711733564;54.59;44.60
7711733855;63.05;51.51
7711947963;152.37;78.32
7711947964;205.91;105.84
7711947965;245.12;125.99
7711947966;261.44;134.38
7711947967;483.14;248.33
7717077157;52.17;20.03
774B63756R;62.05;50.69
774B99410R;235.33;192.26
774C83481R;62.05;50.69
7750312122;48.66;39.76
7750350505;242.35;124.08
7751468946;363.21;198.68
7751472223;1085.25;555.65
7751472225;1085.25;555.65
7751472530;534.64;273.74
7751472647;1085.25;555.65
7751473024;332.96;182.13
7751473167;316.51;173.13
7751474717;526.15;287.80
7751474868;283.31;154.97
7751474880;241.39;123.59
7751474882;241.39;123.59
7751475534;242.35;124.08
7751476113;502.01;274.60
7751477610;475.96;243.69
7751477663;58.42;47.73
7751477664;58.34;47.66
7751477912;1339.04;685.59
7751477916;1562.17;799.83
7751691052;155.99;79.87
7751697626;249.03;129.25
7751705161;297.56;154.43
7751718631;174.19;89.19
7751718632;174.19;89.19
776966386R;225.15;183.95
777460168R;30.35;24.80
777465904R;32.03;26.17
777468372R;32.03;26.17
777475967R;32.03;26.17
777886349R;32.03;26.17
777892381R;32.03;26.17
777947168R;48.82;39.89
777948268R;86.64;70.78
777957489R;71.84;58.69
7782082849;20.09;16.41
7782101275;36.22;29.59
7782101276;36.65;29.94
7782111146;50.74;41.45
7782115128;132.94;63.68
7782160763;27.84;22.75
7782160764;27.96;22.84
7782164226;65.12;53.20
7782164230;65.12;53.20
7782170227;140.82;72.10
7782170229;145.80;74.65
7782187231;80.73;65.96
7782256546;10.87;8.88
7782333020;140.81;67.45
7782375948;132.91;63.66
7782383458;110.46;90.25
7782397191;155.99;127.44
7782421983;45.44;37.12
7782421985;45.81;37.43
7782499300;37.58;30.70
7782524451;223.42;114.39
7782524467;223.42;114.39
7782550834;73.00;59.64
7782562366;33.03;26.99
7782590800;54.73;44.71
7782595542;189.46;154.79
7782595543;188.74;154.20
7782595546;109.44;89.41
7782597656;91.74;74.95
7782597657;91.74;74.95
7782609334;79.53;64.98
7782609335;79.53;64.98
7782609338;125.45;102.49
7782609339;68.80;56.21
7782637866;54.73;44.71
7782657170;91.74;74.95
7782709524;205.40;105.16
7782766017;20.09;16.41
7782939411;78.26;63.94
781C24809R;103.60;84.64
781D01983R;67.24;54.94
781D02067R;67.24;54.94
781D11798R;67.24;54.94
781D12139R;67.24;54.94
781F42898R;32.03;26.17
781231441R;61.17;49.98
781400667R;163.86;133.87
781401005R;135.76;110.92
781401409R;66.76;54.54
781401676R;144.76;118.27
781401966R;120.00;98.04
781402138R;135.76;110.92
781402207R;67.24;54.94
781402347R;135.76;110.92
781402355R;169.00;138.07
781402460R;135.76;110.92
781402876R;67.24;54.94
781403298R;201.33;164.49
781403822R;201.30;164.46
781404185R;55.83;45.61
781404375R;111.86;91.39
781404437R;204.28;166.90
781404818R;204.28;166.90
781405439R;55.83;45.61
781405883R;169.00;138.07
781406466R;67.24;54.94
781406504R;163.87;133.88
781407503R;74.34;60.74
781407590R;79.27;64.76
781407908R;144.76;118.27
781407988R;57.67;47.12
781408039R;144.76;118.27
781408169R;154.17;125.96
781408614R;67.24;54.94
781408709R;55.83;45.61
781410297R;55.83;45.61
781410653R;144.76;118.27
781410669R;169.00;138.07
781410747R;67.24;54.94
781412155R;79.27;64.76
781412489R;55.83;45.61
781412804R;135.76;110.92
781413264R;109.13;89.16
781413510R;204.28;166.90
781414476R;163.87;133.88
781414520R;163.87;133.88
781414758R;144.76;118.27
781415243R;67.24;54.94
781415274R;55.83;45.61
781415658R;135.76;110.92
781415894R;120.00;98.04
781415940R;153.98;125.80
781416471R;135.76;110.92
781417274R;67.24;54.94
781417612R;74.34;60.74
781417670R;135.76;110.92
781418383R;60.71;49.60
781418672R;169.00;138.07
781418687R;55.83;45.61
781500579R;13.29;10.86
781509253R;5.27;4.31
781514094R;11.38;9.30
781514278R;6.22;5.08
788A20643R;104.29;85.20
788A34177R;82.21;67.17
788A38847R;104.29;85.20
788C60970R;9.44;7.71
788C65180R;11.24;9.18
788C65271R;29.33;23.96
788C67297R;37.62;30.74
788C68497R;28.28;23.10
788C69441R;15.73;12.85
788E01219R;35.52;29.02
788E08815R;36.44;29.77
788125239R;101.61;83.02
788129036R;93.86;76.68
