article;list_price;buying_price;buying_price_self;discount;discount_self;description;weight;DLNR
622540754R;81.73;66.77;59.17;18.3;27.6;FRONTGRILL   2A55;1330;7455
622540831R;101.25;82.72;73.31;18.3;27.6;FRONTGRILL   EA57;970;7455
622540901R;152.83;124.86;110.65;18.3;27.6;FRONTGRILL   7U55;8130;7455
622541005R;134.23;109.67;97.18;18.3;27.6;FRONTGRILL   7C55;6500;7455
622541048R;81.73;66.77;59.17;18.3;27.6;GRILL        7A55;1590;7455
622541081R;92.68;75.72;67.10;18.3;27.6;KUEHLERGRILL DH55;1120;7455
622541088R;95.73;78.21;69.31;18.3;27.6;FRONTGRILL   BW55;3480;7455
622541282R;78.45;64.09;56.80;18.3;27.6;GRILLEINSATZ 3A55;670;7455
622541297R;138.37;113.05;100.18;18.3;27.6;FRONTGRILL   5K55;1190;7455
622541335R;99.32;81.14;71.91;18.3;27.6;FRONTGRILL   4A55;1890;7455
622541453R;208.75;170.55;151.14;18.3;27.6;FRONTGRILL   DI55;1810;7455
622541469R;101.25;82.72;73.31;18.3;27.6;GRILL        GA55;1050;7455
622541693R;92.68;75.72;67.10;18.3;27.6;GRILL        DH55;996;7455
622541777R;101.25;82.72;73.31;18.3;27.6;FRONTGRILL   5A55;1260;7455
622541790R;115.95;94.73;83.95;18.3;27.6;KUEHLERGRILL FA55;1135;7455
622541920R;134.36;109.77;97.28;18.3;27.6;ABDECKUNG    3A19;235;7455
622541965R;89.19;72.87;64.57;18.3;27.6;GRILL        FS55;1500;7455
622542025R;123.38;100.80;89.33;18.3;27.6;GRILL        FU55;1752;7455
622542051R;115.95;94.73;83.95;18.3;27.6;GRILL        FP55;1550;7455
622542078R;115.95;94.73;83.95;18.3;27.6;GRILL        FA55;615;7455
622542302R;216.18;176.62;156.51;18.3;27.6;FRONTGRILL   DN55;1180;7455
622542307R;111.37;90.99;80.63;18.3;27.6;GRILL        7A55;880;7455
622542316R;78.15;63.85;56.58;18.3;27.6;GRILLE INF ENTREE;0;7455
622542386R;101.72;83.11;73.65;18.3;27.6;BLENDE       DK55;390;7455
622542499R;106.24;86.80;76.92;18.3;27.6;FRONTGRILL   3A55;1000;7455
622542539R;101.25;82.72;73.31;18.3;27.6;GRILL        GA55;1040;7455
622542623R;96.65;78.96;69.97;18.3;27.6;FRONTGRILL   DI55;780;7455
622542632R;101.25;82.72;73.31;18.3;27.6;GRILL        GA55;1210;7455
622542799R;76.40;62.42;55.31;18.3;27.6;FRONTGRILL   2A55;950;7455
622542958R;81.73;66.77;59.17;18.3;27.6;GRILL      ! 2A55;1550;7455
622543247R;86.14;70.38;62.37;18.3;27.6;GRILL        HA55;1105;7455
622543295R;144.80;118.30;104.84;18.3;27.6;GRILL        7A55;4580;7455
622543412R;78.45;64.09;56.80;18.3;27.6;GRILL        4A55;90;7455
622543505R;199.02;162.60;144.09;18.3;27.6;GRILL        UP55;770;7455
622543518R;123.38;100.80;89.33;18.3;27.6;GRILL        FU55;1010;7455
622543536R;115.95;94.73;83.95;18.3;27.6;GRILL        FW55;1620;7455
622543795R;106.24;86.80;76.92;18.3;27.6;GRILL        2A55;1640;7455
622543808R;110.75;90.48;80.18;18.3;27.6;FRONTGRILL   7S55;1000;7455
622543916R;115.95;94.73;83.95;18.3;27.6;GRILL        FA55;1630;7455
622543979R;78.45;64.09;56.80;18.3;27.6;GRILLEINSATZ 3A55;620;7455
622544154R;101.72;83.11;73.65;18.3;27.6;GRILL        DU55;1105;7455
622544180R;144.01;117.66;104.26;18.3;27.6;VERKLEIDUNG  7A55;890;7455
622544275R;105.87;86.50;76.65;18.3;27.6;FRONTGRILL   DH55;860;7455
622544633R;92.68;75.72;67.10;18.3;27.6;GRILLEINSATZ DH55;1088;7455
622544666R;134.23;109.67;97.18;18.3;27.6;GRILL        7C55;3630;7455
622544890R;130.11;106.30;94.20;18.3;27.6;GRILL        5N55;910;7455
622544898R;81.73;66.77;59.17;18.3;27.6;GRILL        3A55;1150;7455
622544919R;110.45;90.24;79.97;18.3;27.6;GRILL        YM55;1370;7455
622544956R;110.45;90.24;79.97;18.3;27.6;GRILL        YM55;1620;7455
622544988R;127.95;104.54;92.64;18.3;27.6;FRONTGRILL   RN55;4580;7455
622545049R;106.37;86.90;77.01;18.3;27.6;FRONTGRILL   YT55;990;7455
622545101R;101.25;82.72;73.31;18.3;27.6;GRILL        GA55;1040;7455
622545194R;126.00;102.94;91.22;18.3;27.6;GRILL        7A55;897;7455
622545391R;208.75;170.55;151.14;18.3;27.6;FRONTGRILL   DI55;1670;7455
622545401R;123.38;100.80;89.33;18.3;27.6;GRILL        FU55;1365;7455
622545428R;89.19;72.87;64.57;18.3;27.6;GITTER       FS55;1000;7455
622545490R;100.08;81.77;72.46;18.3;27.6;GRILL        DN55;1220;7455
622545565R;84.03;68.65;60.84;18.3;27.6;GITTER       BA55;695;7455
622545568R;144.80;118.30;104.84;18.3;27.6;GRILL        7A55;920;7455
622545663R;115.95;94.73;83.95;18.3;27.6;GRILL        FA55;1270;7455
622545805R;99.32;81.14;71.91;18.3;27.6;GRILL        4A55;1890;7455
622545833R;123.38;100.80;89.33;18.3;27.6;FRONTGRILL   FU55;1225;7455
622546033R;76.40;62.42;55.31;18.3;27.6;FRONTGRILL   4A55;910;7455
622546060R;96.65;78.96;69.97;18.3;27.6;FRONTGRILL   DI55;800;7455
622546102R;83.01;67.82;60.10;18.3;27.6;GRILL        EE55;560;7455
622546114R;126.00;102.94;91.22;18.3;27.6;GRILLEINSATZ 7E55;1040;7455
622546305R;145.06;118.51;105.02;18.3;27.6;GRILL        FP55;1340;7455
622546373R;70.49;57.59;51.03;18.3;27.6;GRILL        IH55;705;7455
622546600R;76.40;62.42;55.31;18.3;27.6;GRILL        4A55;1040;7455
622546766R;106.37;86.90;77.01;18.3;27.6;GRILL        YM55;1040;7455
622547116R;110.45;90.24;79.97;18.3;27.6;GRILL        YM55;1510;7455
622547149R;82.23;67.18;59.53;18.3;27.6;BLENDE       UP55;220;7455
622547209R;92.68;75.72;67.10;18.3;27.6;FRONTGRILL   DH55;393;7455
622547210R;76.40;62.42;55.31;18.3;27.6;GRILL        4A55;990;7455
622547219R;106.24;86.80;76.92;18.3;27.6;GRILL        3A55;110;7455
622547230R;84.03;68.65;60.84;18.3;27.6;FRONTGRILL   XY55;625;7455
622547294R;134.23;109.67;97.18;18.3;27.6;GRILL        OO55;7210;7455
622547366R;115.95;94.73;83.95;18.3;27.6;GRILL        FP55;1140;7455
622547433R;216.18;176.62;156.51;18.3;27.6;FRONTGRILL;1180;7455
622547503R;144.01;117.66;104.26;18.3;27.6;GRILL        7S55;1100;7455
622547505R;81.73;66.77;59.17;18.3;27.6;GRILL        2A55;2950;7455
622547542R;78.25;63.93;56.65;18.3;27.6;GRILL        DK55;685;7455
622547643R;84.03;68.65;60.84;18.3;27.6;FRONTGRILL   BA55;625;7455
622547647R;255.68;208.89;185.11;18.3;27.6;GRILL        YT55;70;7455
622547759R;138.37;113.05;100.18;18.3;27.6;GRILL        5K55;1280;7455
622547994R;101.72;83.11;73.65;18.3;27.6;GITTER       DU55;980;7455
622548086R;111.37;90.99;80.63;18.3;27.6;GITTER       7A55;890;7455
622548143R;166.34;135.90;120.43;18.3;27.6;GRILL        RN55;3210;7455
622548177R;138.37;113.05;100.18;18.3;27.6;GRILL        5K55;1060;7455
622548324R;110.46;90.25;79.97;18.3;27.6;GRILLE       YM56;1300;7455
622548334R;123.38;100.80;89.33;18.3;27.6;FRONTGRILL   FU55;995;7455
622548388R;83.01;67.82;60.10;18.3;27.6;GRILL        EE55;560;7455
622548416R;162.75;132.97;117.83;18.3;27.6;GRILL        TM55;810;7455
622548476R;111.37;90.99;80.63;18.3;27.6;GRILLEINSATZ 7P55;930;7455
622548725R;118.15;96.53;85.54;18.3;27.6;FRONTGRILL   DO56;1490;7455
622548761R;106.37;86.90;77.01;18.3;27.6;GRILL        YT55;930;7455
622548821R;100.08;81.77;72.46;18.3;27.6;GRILL        DN55;2400;7455
622549048R;123.38;100.80;89.33;18.3;27.6;FRONTGRILL   FU55;1230;7455
622549063R;278.39;227.44;201.55;18.3;27.6;GRILL        DU55;3795;7455
622549102R;101.25;82.72;73.31;18.3;27.6;GRILL        GA55;1030;7455
622549163R;106.24;86.80;76.92;18.3;27.6;KUEHLERGRILL 7A55;1640;7455
622549239R;88.71;72.48;64.23;18.3;27.6;GRILL        7A55;0;7455
622549326R;84.03;68.65;60.84;18.3;27.6;GRILL        BA55;675;7455
622549428R;115.95;94.73;83.95;18.3;27.6;FRONTGRILL   FS55;1500;7455
622549443R;118.15;96.53;85.54;18.3;27.6;FRONTGRILL   DO55;1500;7455
622549454R;51.92;42.42;37.59;18.3;27.6;GRILL        TT43;395;7455
622549546R;117.58;96.06;85.13;18.3;27.6;FRONTGRILL   7A55;2630;7455
622549558R;109.54;89.49;79.31;18.3;27.6;GRILL        JN55;1030;7455
622549834R;145.71;119.05;105.49;18.3;27.6;FRONTGRILL   RA55;1285;7455
622549954R;101.25;82.72;73.31;18.3;27.6;STOSSF.GRILL 5A55;1250;7455
622549985R;82.64;67.52;59.83;18.3;27.6;GRILL        JA55;1690;7455
622549987R;115.95;94.73;83.95;18.3;27.6;GITTER       FU55;2120;7455
622560001R;37.38;24.82;18.62;33.6;50.2;HALTER       UA55;65;7455
622560003R;135.08;110.36;97.80;18.3;27.6;KUEHLERGRILL UA55;2015;7455
622560004R;135.08;110.36;97.80;18.3;27.6;KUEHLERGRILL UA55;2015;7455
622560005R;135.08;110.36;97.80;18.3;27.6;GRILL        UP55;435;7455
622560023R;187.77;153.41;135.95;18.3;27.6;GRILL        DE55;3100;7455
622560884R;125.65;102.66;90.97;18.3;27.6;GRILL        DI55;1800;7455
622561399R;85.61;69.94;61.98;18.3;27.6;ABDECKUNG    FW55;80;7455
622561528R;166.34;135.90;120.43;18.3;27.6;FRONTGRILL   RN55;1100;7455
622561539R;131.64;107.55;95.31;18.3;27.6;GRILL        GA55;1340;7455
622561682R;174.52;142.58;126.35;18.3;27.6;GRILL        7E55;2100;7455
622561725R;84.03;68.65;60.84;18.3;27.6;FRONTGRILL   BA55;375;7455
622561740R;130.18;106.36;94.25;18.3;27.6;GRILLEINSATZ 7E55;1050;7455
622561821R;115.95;94.73;83.95;18.3;27.6;GRILL        FS55;590;7455
622561964R;152.83;124.86;110.65;18.3;27.6;GRILL        7U55;920;7455
622562033R;174.52;142.58;126.35;18.3;27.6;FRONTGRILL   7C55;2130;7455
622562049R;179.90;146.98;130.25;18.3;27.6;FRONTGRILL   5K55;1970;7455
622562176R;126.00;102.94;91.22;18.3;27.6;GRILLEINSATZ 7E55;1040;7455
622562805R;240.59;196.56;174.19;18.3;27.6;GRILL        7P55;1100;7455
622562852R;106.24;86.80;76.92;18.3;27.6;FROMTGRILL   2A55;2310;7455
622562901R;106.24;86.80;76.92;18.3;27.6;BLENDENSATZ  2A55;1810;7455
622562922R;39.75;32.48;28.78;18.3;27.6;GRILL        FU55;20;7455
622563079R;126.00;102.94;91.22;18.3;27.6;LEISTE       7E55;1000;7455
622563114R;240.59;196.56;174.19;18.3;27.6;GRILL        7A55;1120;7455
622563184R;142.30;116.26;103.03;18.3;27.6;GRILLEINSATZ 2A55;7560;7455
622563340R;114.57;93.60;82.95;18.3;27.6;GRILL        GA55;760;7455
622563630R;124.65;101.84;90.25;18.3;27.6;GRILL        GB60;908;7455
622563798R;152.83;124.86;110.65;18.3;27.6;GRILL        7U55;790;7455
622563886R;179.90;146.98;130.25;18.3;27.6;GRILLEINSATZ 5K55;1640;7455
622564166R;146.57;119.75;106.12;18.3;27.6;FRONTGRILL   DI55;1700;7455
622564419R;115.95;94.73;83.95;18.3;27.6;LEISTE       FS55;100;7455
622565187R;82.68;67.55;59.86;18.3;27.6;GRILL        JS55;1320;7455
622565468R;187.77;153.41;135.95;18.3;27.6;GRILL        DE55;3180;7455
622565519R;92.27;75.38;66.80;18.3;27.6;KUEHLERGRILL IA55;215;7455
622565611R;131.64;107.55;95.31;18.3;27.6;GRILL        GA55;980;7455
622565738R;144.80;118.30;104.84;18.3;27.6;GRILL        4A55;1050;7455
622566130R;174.52;142.58;126.35;18.3;27.6;FRONTGRILL   7C55;2130;7455
622566241R;131.92;107.78;95.51;18.3;27.6;FRONTGRILL   DI55;1720;7455
622566270R;174.52;142.58;126.35;18.3;27.6;GRILL        7C55;2140;7455
622566433R;73.34;59.92;53.10;18.3;27.6;FRONTGRILL   4A55;940;7455
622566553R;4.71;3.13;2.35;33.6;50.2;HALTER       QN55;60;7455
622566913R;174.52;142.58;126.35;18.3;27.6;FRONTGRILL   7C55;14100;7455
622567196R;131.64;107.55;95.31;18.3;27.6;GRILL        GA55;1240;7455
622567484R;152.83;124.86;110.65;18.3;27.6;GRILL        7U55;1050;7455
622567843R;144.80;118.30;104.84;18.3;27.6;GRILL        7A55;1100;7455
622568008R;179.90;146.98;130.25;18.3;27.6;FRONTGRILL   5K55;2000;7455
622568052R;208.13;170.04;150.69;18.3;27.6;FRONTGRILL   DJ55;1800;7455
622568058R;142.53;116.45;103.19;18.3;27.6;GRILL        7A55;3400;7455
622568380R;239.25;195.47;173.22;18.3;27.6;GRILL        7A55;1250;7455
622568457R;131.64;107.55;95.31;18.3;27.6;KUEHLERGRIL  7A55;1200;7455
622568812R;179.90;146.98;130.25;18.3;27.6;GRILL        5K55;1960;7455
622568834R;144.01;117.66;104.26;18.3;27.6;KUEHLERGRILL 7P55;790;7455
622568844R;123.38;100.80;89.33;18.3;27.6;FRONTGRILL   FU55;525;7455
622569061R;85.61;69.94;61.98;18.3;27.6;S.ABDECKUNG  FW55;90;7455
622569101R;108.39;88.55;78.47;18.3;27.6;ABDECK.SATZ  FA55;520;7455
622569230R;88.84;72.58;64.05;18.3;27.9;BLENDENSATZ  FH50;375;7455
622569653R;113.01;92.33;81.82;18.3;27.6;GRILL        DE55;2170;7455
622569757R;131.64;107.55;95.31;18.3;27.6;RAHMEN       5A55;840;7455
622569864R;123.38;100.80;89.33;18.3;27.6;GRILL        FH55;1755;7455
622569893R;144.01;117.66;104.26;18.3;27.6;GRILL        FS55;1200;7455
622569964R;191.59;156.53;138.71;18.3;27.6;GRILL        YU49;3398;7455
622570001R;39.45;26.19;19.65;33.6;50.2;HALTER       UA55;65;7455
622578393R;4.71;3.13;2.35;33.6;50.2;GRILL        QN55;70;7455
623100260R;101.05;82.56;73.16;18.3;27.6;FRONTGRILL   DQ55;1305;7455
623100687R;241.44;197.26;174.80;18.3;27.6;FRONTGRILL   JA55;1665;7455
623100754R;168.00;137.26;121.63;18.3;27.6;FRONTGRILL   QN55;3030;7455
623100838R;101.05;82.56;73.16;18.3;27.6;FRONTGRILL   DQ55;1493;7455
623101048R;179.90;146.98;130.25;18.3;27.6;GRILL        7A55;1100;7455
623101217R;240.59;196.56;174.19;18.3;27.6;GRILL        7A55;980;7455
623101286R;115.95;94.73;83.95;18.3;27.6;GRILL        FA55;650;7455
623101381R;79.34;64.82;57.44;18.3;27.6;FRONTABDECK. JA55;1060;7455
623101962R;147.18;120.25;106.56;18.3;27.6;FRONTGRILL   4A55;1580;7455
623102286R;242.52;198.14;175.58;18.3;27.6;GRILL        QQ55;2450;7455
623102315R;162.74;132.96;117.82;18.3;27.6;FRONTGRILL   TP55;1200;7455
623102335R;117.54;96.03;85.10;18.3;27.6;FRONTGRILL   CJ55;1045;7455
623102417R;75.72;61.86;54.82;18.3;27.6;FRONTGRILL   1E55;310;7455
623102444R;162.75;132.97;117.83;18.3;27.6;FRONTGRILL   TM55;1200;7455
623102515R;130.11;106.30;94.20;18.3;27.6;GRILL        DN55;1190;7455
623102567R;98.51;80.48;71.32;18.3;27.6;FRONTGRILL   DO80;1310;7455
623102639R;128.71;105.16;93.19;18.3;27.6;FRONTGRILL   QQ55;2350;7455
623102655R;174.52;142.58;126.35;18.3;27.6;GRILL        7C55;2080;7455
623103102R;130.11;106.30;94.20;18.3;27.6;GRILL        DN55;0;7455
623103394R;34.65;28.31;25.09;18.3;27.6;GRILL        DI55;1660;7455
623103440R;130.11;106.30;94.20;18.3;27.6;GRILL        DN55;1099;7455
623103748R;101.72;83.11;73.65;18.3;27.6;FRONTGRILL   DU55;2100;7455
623103754R;270.41;220.92;195.78;18.3;27.6;GRILL        TP55;1200;7455
623103971R;92.68;75.72;67.10;18.3;27.6;FRONTGRILL   DH55;1285;7455
623104154R;138.00;112.75;99.91;18.3;27.6;FRONTGRILL   DJ55;2240;7455
